64,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.285998,-0.5890216,-0.969246,0.11118567,0.18082762,0.8008772,-0.18003905,0.6120573,0.97321904,-0.2699381,-0.26848787,0.9397111,0.596027,-0.52888656,0.9800253,0.10751963,-0.20953578,-0.9684422,-0.19884223,-0.6269537,0.08946872,-0.5703753,0.18512762,-0.19135159,0.4546721,0.252625,0.35134578,-0.31786203,-0.50296366,-0.8082373,0.5179056,-0.79545736,0.63133013,-0.4472319,0.33040106,0.2302072,0.9435649,-0.14229208,-0.0103878975,0.6775404,-0.7336162,0.7486969,0.4642923,-0.45394135,0.30951822,0.306749,-0.60494953,0.8094162,0.71467483,0.4769988,-0.22258645,0.28586233,0.9101243,0.50476897,0.8006145,0.79036343,-0.6073867,0.7945559,0.17728913,-0.17086864,0.8462175,-0.57818115,-0.758076,-0.39538103
0.6266222,0.07648432,-0.6482899,-0.027427197,-0.23822081,0.8540888,0.020327806,-0.9467984,0.8297185,0.42802024,0.957955,-0.011942863,-0.0018840432,-0.8389288,-0.42219025,-0.25276077,0.7799802,-0.55621743,0.726622,0.32795334,-0.8373035,0.753736,0.34275293,0.42050493,0.3595512,-0.4795732,-0.9797961,-0.75256556,0.06282234,0.76751053,0.5561491,-0.44525254,0.9993024,-0.53514177,0.14704657,0.10547638,0.29610217,0.6441624,0.42684245,-0.20602983,-0.673113,0.6813339,0.20466626,0.6268798,0.6648661,0.21598864,-0.1951474,-0.40841758,-0.10560459,-0.39155704,-0.5394667,0.54877174,-0.58317804,-0.41113997,-0.1362806,0.15207362,-0.074442565,0.4532981,0.014813304,-0.590806,-0.15038002,-0.88262385,-0.010422349,-0.8190789
0.61661744,-0.1239301,0.33641362,0.3453008,-0.12694323,-0.40710622,0.6887641,0.31811702,-0.70126665,-0.49385774,0.61391175,0.4771775,-0.041115105,0.7362013,0.2833556,-0.5364623,0.6010784,0.8329861,-0.70548606,-0.113526165,-0.6225009,0.58419967,0.57277095,0.031728745,0.23718798,0.32611763,-0.6090342,-0.12789398,-0.30127877,-0.30004972,0.3417189,-0.9170077,-0.39171833,0.16781437,0.6851126,-0.90307796,0.76861715,-0.7184497,-0.9647787,0.21240532,-0.34011698,0.7512777,-0.15645623,-0.5650995,-0.7952615,0.026827216,0.111678004,-0.03382504,-0.48678112,-0.39213973,0.0759033,0.4825101,-0.48733824,-0.55520165,0.20908022,-0.48695248,-0.46006066,-0.4765762,0.56448555,-0.94070566,-0.2888977,0.8164104,0.03453386,0.50173736
-0.32168686,-0.73535883,-0.8237265,0.4476285,0.81798637,0.30769682,-0.5058136,0.101712346,-0.46177882,-0.75158995,0.007118106,-0.08658111,0.020740509,0.14520311,-0.930775,-0.7789819,0.5601696,-0.094151676,0.3489374,0.98087454,0.8249767,0.176247,-0.45624793,0.9045558,0.89423525,0.5856936,0.5592135,0.4789157,0.41060007,-0.2793944,-0.9268112,-0.2680744,0.7062812,-0.93938994,-0.16548043,0.79421794,0.55353856,-0.47145802,-0.6728698,0.75529194,-0.37761587,-0.9394423,-0.746647,-0.0063886046,0.7266065,0.83211327,-0.33115715,0.027666092,-0.3697194,0.3262427,0.5819192,-0.27921307,0.80203235,-0.08618903,0.31508398,0.12568319,-0.91416526,-0.96310395,-0.32389557,-0.8517145,0.5952356,0.87079036,0.521423,-0.77447224
0.73510027,-0.1670143,-0.8139799,-0.43322265,0.028996587,-0.20299399,0.99125206,0.8603623,0.57337666,-0.105490446,-0.42675865,-0.39171988,0.8054466,-0.5860002,-0.06159234,-0.22411525,0.60147536,0.5986875,0.9830395,0.043869615,-0.14791107,-0.61044014,0.25590158,-0.20851266,0.5867293,-0.6194608,0.46383727,0.35440886,-0.25447875,0.1810807,-0.757838,-0.37419033,-0.46782357,0.24415565,-0.6929141,0.42682743,-0.47592688,-0.27736247,-0.33776182,-0.39420515,-0.51747406,0.84256923,-0.97622716,0.43187988,-0.46767646,-0.77563715,0.12951541,0.09126699,0.6529043,-0.6481461,0.4337468,-0.49226886,0.057459712,0.09436071,0.92733574,-0.63424814,0.5924934,0.63642824,0.32355332,-0.027449906,-0.8835544,-0.60168606,-0.18531966,0.09869909
0.5784689,0.65927744,0.52657926,0.600373,0.8659085,0.68430364,-0.27042288,0.19591165,-0.5977411,0.9242507,-0.4897219,0.89239705,-0.9203234,0.9769652,0.28234816,0.5939827,0.4022349,-0.96024185,-0.659542,-0.38434267,0.020842075,-0.90687203,0.60220504,-0.8827292,0.13107681,-0.93343437,0.8042306,-0.26512098,-0.7698232,-0.7611872,-0.54771745,0.59664035,-0.8975045,-0.89779735,0.43224967,0.8362037,0.8151305,-0.5209842,-0.2603085,-0.37665248,0.28781927,0.31118846,0.3322668,0.054514885,-0.7810037,-0.8479109,-0.045154035,-0.8627198,-0.3302887,0.5392734,-0.14002335,-0.33959323,0.83081126,-0.68184924,0.6256223,0.8452492,0.6421032,-0.15777302,-0.18786448,-0.66464895,-0.20893103,-0.49922335,0.6793872,0.8927971
